domain,url,status,title,h1,h2_headings,file_status,topic_cluster,cluster_score,interim_triage,redirect_to_url
nakanodent.com,https://nakanodent.com/blog/archives/7213/,200,歯の根管治療って何？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C23_マイクロスコープ精密治療,0.3165,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8927/,200,【世界初の歯周病治療器「ブルーラジカル」とは？】 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C28_歯周病治療と再生療法,0.52,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8492/,200,相場先生のオールオンフォーのオペは凄い！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4381,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8848/,200,オールオンフォーで人生が変わる5つの瞬間  ―歯を取り戻すことは、人生を取り戻すこと― 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"①手術当日に歯が入った瞬間, ②久しぶりにしっかり噛めた瞬間, ③人前で笑えるようになった瞬間, ④歯医者が怖くなくなった瞬間, ⑤人生に前向きになった瞬間, 歯を取り戻すことは、人生を取り戻すこと",正常,C07_インプラント・基礎理解,0.4353,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7738/,200,当院でオールオン４を受けられた患者さんに7月上旬に出す手紙 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4237,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8624/,200,インプラント学会で当院で行った155名のオールオンフォーのケースを発表する予定です 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4437,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8646/,200,日本口腔インプラント学会 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C10_インプラント・リスクと医院選び,0.5067,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7230/,200,ハワイのSean Holiday先生の インビザラインセミナー 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.4413,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8343/,200,岡山でインプラント治療を受ける際に注意すべきポイント｜失敗しないために知っておくべき5つのこと 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@岡山でインプラント治療を受ける際に注意すべきポイント｜失敗しないために知っておくべき5つのこと,"◆ インプラント治療とは？岡山でも広がる選択肢, ◆ 岡山でインプラント治療を受ける前に知っておくべき5つの注意点, ◆ インプラント治療のご相談は無料カウンセリングから, ◆ 最後に｜岡山で“安心できる”インプラント治療を目指して",正常,C11_インプラント・治療後とメンテナンス,0.4958,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7960/,200,サンパウロでオールオンフォー、ザイゴマインプラント研修　その９ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4606,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8760/,200,テレビ朝日　報道ステーションに1月14日に出演しました 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.3943,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8327/,200,本日の上下オールオンフォー手術を終えて｜静脈内鎮静法で無事完了も、目指した100点には? 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"◆ オールオンフォーとは？岡山でも増えるご相談, ◆ 静脈内鎮静法による“眠っている間の手術”, ◆ 今日の手術は「成功」だけど「満足」はしない, ◆ 「妥協しない治療」が、岡山で選ばれる理由に, ◆ 岡山でインプラント・オールオンフォーをご検討の方へ, ◆ 最後に｜100点にこだわり続ける理由",正常,C07_インプラント・基礎理解,0.4785,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8443/,200,2か月ぶりの極真空手のお稽古　 岡山の歯医者のブログ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@大会で彼と試合をすることは決して無いと思うのだが11月16日は自宅でじっと過ごそうと怖気ずく私だった！！,,正常,C07_インプラント・基礎理解,0.423,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8767/,200,1月14日のテレビ朝日の報道ステーションの反響 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C10_インプラント・リスクと医院選び,0.3968,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7439/,200,カリエス・オブザベーション（CO）：小さな虫歯を削るかどうかの判断 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C27_一般歯科・虫歯と痛み,0.382,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8072/,200,インビザラインのメリット・デメリットとは？岡山市でマウスピース矯正をお考えの方へ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C01_マウスピース矯正・基礎理解,0.4958,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7814/,200,岡山でインビザライン マウスピース矯正のメリット、デメリット 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C01_マウスピース矯正・基礎理解,0.5193,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8180/,200,【子供の歯並びを治す矯正治療はいつから始めるのが良い？岡山なかの歯科・矯正歯科クリニックが解説】 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,【子供の歯並びを治す矯正治療はいつから始めるのが良い？岡山なかの歯科・矯正歯科クリニックが解説】,正常,C12_小児矯正・基礎と適齢期,0.5208,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8129/,200,院長が人間ドックを受けました！鼻からの胃カメラ、辛かったですが健康の大切さを再認識 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4457,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8369/,200,SIDEX2025に参加して｜韓国・ソウルで体感したインプラントとデジタル歯科の最前線 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@SIDEX2025に参加して｜韓国・ソウルで体感したインプラントとデジタル歯科の最前線,"◆ SIDEXとは？｜アジア最大級の歯科展示会, ◆ インプラント技術は韓国が一歩リードしている？, ◆ デジタル歯科が加速する韓国の現場, ◆ 日本（岡山）での歯科医療への応用, ◆ SIDEX参加を通じて再認識したこと, ◆ 最後に｜“世界基準”の歯科医療を、岡山から",正常,C07_インプラント・基礎理解,0.4866,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8619/,200,中四国インプラント学会で当院のオールオンフォー治療成績を発表予定です 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C10_インプラント・リスクと医院選び,0.4707,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8649/,200,日本口腔インプラント学会総会　ザイゴマインプラント 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.5067,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7745/,200,インビザラインを使った事業継承とは？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.4081,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8350/,200,私は同じ年齢のトム・クルーズが大好きです。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@いつか、どこかで、トム・クルーズと会える気がしている！！,"ちょっと、いや非常に残念！！, 私とトム・クルーズは同い年の62歳！, 私は彼の大ファンであり、彼が出演する, 8本目となるミッションインポシブルも",正常,C07_インプラント・基礎理解,0.2873,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8672/,200,【岡山なかの歯科・矯正歯科のオールオン4治療の魅力】 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4811,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8852/,200,歯科医師の私が63歳の誕生日を迎えて思うこと 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C34_院長・医師プロフィール,0.2952,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8895/,200,63歳の歯医者が極真空手道場に！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.2761,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8489/,200,オールオンフォー治療の聖地　秋田のあいば歯科へ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.5017,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8383/,200,アジアパシフィック インビザライン サミットに参加して　岡山の歯医者のブログ　 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.4702,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7225/,200,前リッツカールトン日本支社長の高野登さんと ヨリタ歯科のマネージャー新谷順子さんの特別講演会 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.4078,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8531/,200,10年ぶりのオールオンフォーの患者さん 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4482,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6743/,200,香港の友人と 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C05_マウスピース矯正・大人の矯正,0.2747,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8060/,200,オールオンフォーのメリット・デメリット 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4698,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6564/,200,よく噛んで食べる5つのメリット 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,歯やお口のお悩みは当院へご相談ください！,正常,C42_医院の取り組み・理念・特色,0.3426,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8372/,200,【オールオンフォー第24回目の手術を終えて】静脈内鎮静法で安全・安心に｜岡山なかの歯科・矯正歯科クリニック 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"◆ 本日の手術概要｜上下オールオンフォー（24回目）, ◆ 静脈内鎮静法による手術｜患者さまの不安と痛みを軽減, ◆ 岡山でオールオンフォーを選ぶ理由｜他院との違い, ◆ 患者さまの回復と今後のフォローアップ, ◆ オールオンフォーのメリットと向いている方, ◆ 最後に｜岡山でオールオンフォーを検討されている方へ",正常,C09_インプラント・全顎・オールオン4,0.4736,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8131/,200,岡山市の歯医者がRSK山陽放送のテレビ番組に生出演！インプラント治療について解説しました 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C41_カウンセリング・初診・無料相談,0.4731,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7775/,200,マウスピース矯正「インビザライン」を岡山でお考えの方へ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C03_マウスピース矯正・治療プロセスと期間,0.5185,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8362/,200,本日のインプラント手術はトリプルヘッダー｜3名の患者さまに安全・安心・確実な埋入とインプラントカードをお渡ししました 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@本日のインプラント手術はトリプルヘッダー｜3名の患者さまに安全・安心・確実な埋入とインプラントカードをお渡ししました,"◆ 本日の手術：3名連続のインプラント埋入, ◆ 安心・安全・確実を支える4つの柱, ◆ インプラント手術は「数」より「質」, ◆ 岡山でインプラント治療を検討中の方へ, ◆ 最後に｜“記録に残る治療”＝“未来に備える治療”",正常,C07_インプラント・基礎理解,0.4794,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7798/,200,岡山での大人の矯正治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.5137,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8070/,200,歯医者のインプラント治療はなぜ高い？岡山でのインプラント治療の費用について解説 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.5014,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8439/,200,【商標登録取得】「魔法のインプラント」――岡山で静脈内鎮静法を用いた安心・快適なオールオンフォー治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4654,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8764/,200,本日、2026年最初のオールオンフォー（All-on-4）インプラント手術が無事に終了しました。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C35_症例実績・ビフォーアフター,0.4078,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8388/,200,【岡山の歯医者ブログ】 アジアパシフィック インビザライン サミット2025に参加してきました｜最新の矯正治療を岡山から 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.5294,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8485/,200,日本口腔インプラント学会でも「オールオンフォー」や「ザイゴマインプラント」の記載が！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4911,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8662/,200,1アクション３ゴール 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@１アクション３ゴ－ルを目指した私だが今回は二兎を追う者は一兎も得ずだった。,,正常,C09_インプラント・全顎・オールオン4,0.4557,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8374/,200,福岡の凄い先生と韓国の凄い先生！　岡山の歯医者のブログ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@実るほど頭が下がる稲穂かな@@勉強になります！,,正常,C10_インプラント・リスクと医院選び,0.4174,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8354/,200,本日のオールオンフォー手術は静脈内鎮静法下で｜ザイゴマ＆ペリゴイドインプラントを併用した高度埋入術 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@本日のオールオンフォー手術は静脈内鎮静法下で｜ザイゴマ＆ペリゴイドインプラントを併用した高度埋入術,"◆ インプラント手術を“安心して受ける”ための静脈内鎮静法, ◆ オールオンフォーとは？骨が少ない方の“最後の希望”, ◆ ザイゴマインプラントとは？頬骨を使った特殊埋入法, ◆ ペリゴイドインプラントとは？上顎の奥に伸ばす“支え柱”, ◆ 手術の流れと結果｜安全・確実に完了, ◆ 岡山でザイゴマインプラント・ペリゴイドに対応できる歯科医院として, ◆ 最後に｜“可能性”をあきらめない歯科医療を",正常,C09_インプラント・全顎・オールオン4,0.5385,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8656/,200,ICOI国際口腔インプラント学会日本支部学術大会 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@「そんな高いホテルじゃなくてドーミーインでもいんじゃない？」@@妻の言葉がこだました！！妻の言葉がこだました！！！@@妻の言うことは100％正しい。,"妻の言葉が頭の中をこだました。, 「本当に金曜日から行く必要があるの？",正常,C09_インプラント・全顎・オールオン4,0.4551,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8859/,200,今流行のNoteを始めることに しました。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.2937,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7749/,200,岡山のインプラントの費用について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C21_セラミック治療・基礎と適応,0.4806,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8616/,200,あきらめたら、そこで試合終了です！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C10_インプラント・リスクと医院選び,0.4083,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7602/,200,死んだ歯が蘇る！歯髄再生治療とは？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C27_一般歯科・虫歯と痛み,0.3406,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8135/,200,バレンタインデーと虫歯予防の大切な関係 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4683,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7339/,200,親知らずの抜歯について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C30_口腔外科・親知らず,0.4165,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8436/,200,MID-Gの荒井先生の  インビザライン デジタルコースを受講する。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@「荒井先生、本当に長い間お世話になりました。お陰様で自信を持って当院のインビザラインのクリンチェックを100％この私が出来るようになりました。本当にありがとうございました。」,,正常,C02_マウスピース矯正・ブランド比較,0.4688,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8825/,200,福岡のインプラントクリニック見学で学んだ「笑気麻酔」という新しい選択肢 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"福岡のインプラントクリニック見学で学んだ「笑気麻酔」という新しい選択肢, 静脈内鎮静法のメリットとデメリット, 笑気麻酔ならその問題が解決できる, 実際に私自身が笑気麻酔を体験しました, スタッフの観察コメントが面白かった, 回復はたった5分, その場で笑気麻酔の導入を決定, 歯医者が怖い方へ, 岡山市で笑気麻酔の歯科治療なら",正常,C07_インプラント・基礎理解,0.4486,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6581/,200,インビザラインとは① 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,歯やお口のお悩みは当院へご相談ください！,正常,C02_マウスピース矯正・ブランド比較,0.4449,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7779/,200,インプラント治療と医療費控除について　岡山でインプラント 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.5371,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8884/,200,親知らずの移植×インプラント治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"それは、「親知らずの移植は非常に難しく、予後が不安定である」という事実です。, 「インプラントの方が、はるかにシンプルで、そして予後が安定している」, と。",正常,C07_インプラント・基礎理解,0.4084,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7795/,200,岡山のなかの歯科・矯正歯科クリニックの院長中野浩輔はコミュニケーション能力が低い？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C41_カウンセリング・初診・無料相談,0.4102,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6734/,200,岡山の60歳の歯医者の趣味は？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C34_院長・医師プロフィール,0.2831,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7773/,200,インプラント治療を岡山市でお考えの方へ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4832,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6567/,200,笑顔がもたらす5つの効果 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,歯やお口のお悩みは当院へご相談ください！,正常,C26_自費メンテナンス・予防,0.321,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8359/,200,インビザライン、アイテロ ルミナのセミナーに参加して来ました。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.4839,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6648/,200,ガミースマイルを改善する方法 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C01_マウスピース矯正・基礎理解,0.4484,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8533/,200,歯科医院の倒産時代！あなたの通っている歯医者は大丈夫でしょうか？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.3505,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8800/,200,歯科医院で 「この歯はもう抜くしかありません」と言われたあなたに！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C23_マイクロスコープ精密治療,0.4724,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8867/,200,歯科麻酔薬の不足という“見えない危機”について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4833,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8870/,200,保険の歯の神経の治療の 成功率が５０％以下って本当？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@時々、医院に「歯の神経の治療をラバーダムとマイクロスコープとニッケルチタンファイルを使用して治療をして欲しい」と言われる患者様がいらっしゃる。@@それも「全て保険内で！」@@これは無理！絶対に無理！！,,正常,C23_マイクロスコープ精密治療,0.507,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8829/,200,「令和のゴールドラッシュ！？銀歯の価格高騰とテレビ取材のお知らせ」 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"銀歯の中には「貴金属」が入っています, 世界情勢で金属価格が高騰, 銀歯を回収するビジネスまで登場, 銀歯から白い歯へ, NHK「所さん！事件ですよ」再放送のお知らせ",正常,C42_医院の取り組み・理念・特色,0.3416,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7793/,200,岡山の歯科医院でオールオンフォー、ザイゴマインプラントの治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.53,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7766/,200,少数歯残存無歯顎症例の治療戦略：オールオンフォーとザイゴマインプラントについて 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4797,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6695/,200,7月1日はあずきバーの日 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,歯やお口のお悩みは当院へご相談ください！,正常,C42_医院の取り組み・理念・特色,0.2738,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7785/,200,岡山の歯科医院でガミースマイルの治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C25_審美補綴・歯肉・口元美容,0.4757,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6731/,200,そして私たちの出番となった！札幌で発表 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.327,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8481/,200,✅ 良い歯医者の選び方｜信頼できる歯科医院を見つける5つのポイント（なかの歯科YouTubeから厳選） 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.5002,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8862/,200,歯科医師国家試験合格者がたった1757人！そこまで落としてどうするの？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@歯科医師の数がドンドン減れば日本の高齢者にとってマイナスしか無いと思うのは私だけであろうか？,,正常,C05_マウスピース矯正・大人の矯正,0.2383,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7751/,200,インプラントと医療費控除について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4074,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8816/,200,今年8回目のオールオンフォーのオペと、平和の象徴オリーブの木 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"オールオンフォーという選択肢, 昨年は53回。今年はどうなる？, 技術の進歩と責任, クリニックに植えた2本のオリーブの木, 53回を超えるかどうかよりも, 医療と平和",正常,C07_インプラント・基礎理解,0.4592,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/tag/%e6%8a%9c%e6%ad%af/,200,"Tag Archive for ""抜歯 岡山なかの歯科・矯正歯科クリニック",岡山なかの歯科・矯正歯科クリニック,抜歯,正常,C18_矯正方法の比較検討,0.2038,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8875/,200,4月1日の本日より岡山なかの歯科・矯正歯科も 新たなシーズンを迎えた。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@23名と岡山県下では最大数の歯科衛生士さんを要する我がクリニック@@TOPとして、よりもよく働き、早く動き誰よりもよく声を出し、挨拶をして誰よりも笑顔を出さないといけない私 @@今シーズンも死ぬ気で働く！！,,正常,C41_カウンセリング・初診・無料相談,0.3142,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8609/,200,岡山の歯科衛生士さん、歯科技工士さんの採用 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.2532,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6579/,200,歯科医師が発見！口内環境と全身の健康の関係性その4 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"口内環境と全身の健康の関係性その4, 歯やお口のお悩みは当院へご相談ください！",正常,C27_一般歯科・虫歯と痛み,0.2416,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6569/,200,マスク生活の一番の問題「口呼吸」について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,"マスク生活の一番の問題点は「口呼吸」！, 歯やお口のお悩みは当院へご相談ください！",正常,C27_一般歯科・虫歯と痛み,0.3266,維持・部分更新,
